0.14528931 -0.006634769 1.1021533 -0.0042396536 0.99793068 -8.1799299e-07 0.00013588321 1e-05 0.31864962 0.3357431 449906.85 0.91280972
0.14521607 -0.0080385603 1.045849 -0.0056281637 0.95333303 -9.910648e-07 0.00012894151 1e-05 0.31774566 0.33584265 449359.06 0.96356711
0.14498916 -0.0072369351 1.0387166 -0.0045126275 0.9447312 -8.9223336e-07 0.00012806217 1e-05 0.3181316 0.33579002 449692.39 0.96948102
0.14504963 -0.0090963483 1.0293633 -0.0077626617 0.9388472 -1.1214783e-06 0.00012690901 1e-05 0.31789198 0.33582192 449435.74 0.98013563
0.14501357 -0.010522074 1.023038 -0.0084937305 0.92949028 -1.2972543e-06 0.00012612918 1e-05 0.31825669 0.33577098 449823.54 0.98763875
0.14510733 -0.0077505253 0.89405334 -0.0066174638 0.78218637 -1.7968535e-06 0.00020727406 1.8804325e-05 0.31820686 0.33578898 449573.67 1.1282825
0.14506073 -0.0082431818 0.89736109 -0.0068906905 0.78522584 -1.9110691e-06 0.00020804091 1.8804325e-05 0.31825757 0.33578623 449541.8 1.1247102
0.14514173 -0.0075631427 0.89294749 -0.0061474476 0.78188368 -1.7534114e-06 0.00020701768 1.8804325e-05 0.31842352 0.33576736 449615.86 1.129453
0.14512786 -0.0078204901 0.88978404 -0.0065467285 0.77863188 -1.8130738e-06 0.00020628428 1.8804325e-05 0.31849224 0.33576113 449650.5 1.1338337
0.14514672 -0.0079562911 0.88616951 -0.0070496634 0.77493966 -1.8445574e-06 0.0002054463 1.8804325e-05 0.31854011 0.33575949 449609.3 1.1386756
0.15331005 -0.0074186274 0.83185104 -0.0062989833 0.72279589 -1.9829282e-06 0.00022234583 2.1680019e-05 0.31957371 0.33573944 446409.68 1.2129557
0.15499497 -0.0073595232 0.82725755 -0.0056675253 0.7205661 -1.9671302e-06 0.00022111804 2.1680019e-05 0.31995464 0.3357205 445461.27 1.2196639
0.15457665 -0.0075923333 0.8275231 -0.0062444217 0.72083986 -2.0293581e-06 0.00022118902 2.1680019e-05 0.31937698 0.33578387 445332.97 1.2196152
0.15431701 -0.0078143099 0.82853782 -0.0066092712 0.72107968 -2.0886904e-06 0.00022146024 2.1680019e-05 0.31936119 0.33578626 445278.5 1.2184371
