100000 1 1 0.066666667 0.066666667 0 0 1e-05 0.02898 449909.96 0.31590624 0.31957169 0.33571019 0.33608195 50494 211383 267 1526149 14426 224927 1041 77489 -0.38872657 1.8588892 -0.01533142 14.820171 -0.7632549 -5.7669294 -0.20017756 1.7662475 0.0066635754 1.2915648 0.035779089 -57.440976 -0.046658949 -23.494901 0.35261731 1.7517751 0.069046218 -1.2808877 0.047676814 201.11488 0.1935787 31.441072 -0.021235114 -0.20361018 0.0038791448 0.60092579 0.15896952 22.953056 0.24605359 2.5289959 5.9564427e-07 0.00045142955 0.30627556 0.0041503751 50494 22940.979 4716.1144 -4 211383 221179.17 274348.69 10684 11089 1526149 375016.75 27962.174 -77 14426 4843.1387 542.61829 0 6 1292312 575542.45 143.11641 40 1279366 569974.13 -281.93097 36 12
200000 1 1 0.066666667 0.066666667 0 0 1e-05 0.02898 449362.26 0.3155714 0.31830078 0.33580564 0.33595727 50094 211651 632 1529328 11379 223738 692 77151 -0.1989548 1.7443034 -0.084805629 10.231769 -0.64502421 -6.4157778 -0.030376646 1.4104522 0.26899868 1.3619484 0.1408127 -52.934533 -0.21498932 -22.97485 0.12224157 1.5466729 -0.25173168 -1.2165125 0.057420728 191.3021 -0.27763777 30.478347 0.097669158 -0.22387731 0.0024877127 0.59372409 0.23964362 23.10077 0.19096923 2.589447 2.5354263e-07 0.00053781552 0.30616213 0.002795584 50094 22584.723 4459.0231 -4 211651 218197.5 266635.68 10364 10780 1529328 376401.2 28070.166 -78 11379 4157.0097 506.56495 0 5 1292118 576545.34 227.37863 44 1278906 570776.59 -237.38197 40 13
300000 1 1 0.066666667 0.066666667 0 0 1e-05 0.02898 449695.58 0.31533411 0.31897318 0.33574852 0.3358864 50077 211259 1228 1529535 11581 223621 671 77607 -0.15812853 2.341208 -0.18076832 9.8159996 -0.73755192 -6.6569379 -0.064117847 1.917368 0.30598573 1.5493567 0.030367455 -49.506056 -0.23659667 -22.612413 0.10035877 1.9705353 -0.3104265 -1.0114007 0.20119688 190.06703 -0.34529025 30.351775 0.12129434 -0.31869591 0.0023408894 0.59483318 0.33658966 23.15393 0.19481798 2.6896257 2.7747184e-07 0.0006175119 0.30590406 0.0027768538 50077 22562.282 4447.397 -4 211259 217924.04 266249.68 10376 10790 1529535 377048.14 28262.452 -78 11581 4262.4114 525.62041 0 5 1294098 577816.95 341.84696 51 1278657 571372.95 -227.1436 47 14
400000 1 1 0.066666667 0.066666667 0 0 1e-05 0.02898 449438.95 0.31560663 0.3185006 0.33578296 0.33539161 50280 211165 1501 1528158 12849 223642 669 76949 -0.18487163 2.2573176 -0.15728643 8.9937102 -0.7119442 -6.3573604 0.009029099 1.7153823 0.30926768 1.5857716 0.020680459 -52.373438 -0.18069963 -23.344651 0.15754642 2.0499039 -0.1947328 -1.4667165 -0.0080324797 188.32971 -0.31635661 30.187437 0.22697226 -0.10798108 0.0028339987 0.59404896 0.46060346 23.127 0.20056263 2.8209174 6.5067729e-07 0.00067292349 0.30510024 0.0029379721 50280 22585.893 4376.6612 -5 211165 217819.17 264322.62 10305 10714 1528158 376528.32 28114.444 -78 12849 4885.0991 713.35188 1 6 1295457 578380.78 471.24498 44 1281924 572383.83 -62.115598 40 13
500000 1 1 0.066666667 0.066666667 0 0 1e-05 0.02898 449826.76 0.31610506 0.31884507 0.33574811 0.33147084 50312 211068 2073 1524657 16415 226609 718 78853 -0.18447551 1.9629996 -0.040027934 10.002572 -0.63355915 -6.2232335 0.048442845 1.5584261 0.33820011 1.3273208 -0.032649205 -53.369282 -0.24582078 -23.827133 0.17257286 2.0093275 -0.19567177 -1.7261864 -0.030622173 187.17088 -0.31284371 30.249007 0.20601125 -0.29611061 0.002991533 0.60931979 0.73127869 22.979281 0.20958886 3.1633178 5.3323806e-07 0.0007564219 0.30517914 0.003253407 50312 22633.206 4415.9123 -4 211068 222948.87 268354.75 10387 10839 1524657 375203.77 28078.391 -79 16415 6106.8323 965.9469 2 7 1302486 580028.71 672.4903 44 1288992 574059.72 148.42798 40 13
100000 1 1 0.066666667 0.066666667 0 0 1.8804325e-05 0.02898 449576.98 0.31631278 0.31868245 0.33577071 0.33060894 50362 211187 2115 1524711 16192 226004 818 77807 -0.24721673 1.7553084 -0.064322869 27.255296 -0.3684396 -4.541315 -0.08775423 1.3047173 0.33285812 1.4263624 -0.065519269 -66.717771 -0.33818166 -27.960419 0.20515127 1.8755901 -0.34108107 -2.3209241 -0.099026069 307.34214 -0.26945982 55.253796 0.090911634 -0.34043446 0.003283648 0.60576405 0.71170913 23.483552 0.20282305 3.2383531 5.1588099e-07 0.00078761063 0.30578054 0.0032232659 50362 22721.981 4506.5011 -3 211187 221729.39 266079.96 10235 10688 1524711 375369.75 28110.544 -79 16192 6015.8817 954.46425 2 7 1300921 579641.83 509.87975 38 1287626 573806.06 22.234032 34 13
200000 1 1 0.066666667 0.066666667 0 0 1.8804325e-05 0.02898 449545.11 0.31651635 0.31867573 0.33577086 0.33009932 50370 211095 2086 1524504 16483 225909 817 77753 -0.24205093 1.8883966 -0.093223345 27.362914 -0.38021306 -4.4466706 -0.09131759 1.2958263 0.330579 1.1625697 -0.023652343 -66.811011 -0.32637676 -28.13043 0.20653394 1.6663844 -0.33307611 -2.4981374 -0.057292468 308.49724 -0.28848277 55.849548 0.097886605 -0.39133045 0.0032773097 0.60304419 0.71964743 23.494318 0.20626216 3.2493842 4.8149437e-07 0.0007762572 0.30542075 0.0032958634 50370 22732.08 4513.0249 -3 211095 221403.43 265626.82 10243 10704 1524504 375492.94 28126.894 -79 16483 6103.953 961.28929 2 7 1300736 579701.89 523.56795 38 1287407 573844.16 26.807226 34 13
300000 1 1 0.066666667 0.066666667 0 0 1.8804325e-05 0.02898 449619.5 0.31664084 0.31886646 0.33575531 0.32980351 50377 211234 2206 1523647 17194 226180 828 78017 -0.2379218 1.5220656 -0.092136028 28.4501 -0.3770856 -4.1789079 -0.077324778 1.1821848 0.32807808 1.2756608 0.01625747 -66.798752 -0.23082596 -27.771324 0.22072717 1.6063967 -0.32651182 -2.2711346 -0.073499501 306.91498 -0.22211474 55.828725 0.06943515 -0.34599714 0.0033095501 0.60947335 0.75630593 23.471202 0.21206676 3.2939283 4.5630001e-07 0.00083389359 0.30546568 0.0035423707 50377 22743.19 4521.8554 -3 211234 222322.72 265714.56 10195 10668 1523647 375173.32 28101.155 -79 17194 6437.591 1094.2296 3 8 1302756 580650.74 655.70586 41 1285237 573168.75 -146.71766 36 15
400000 1 1 0.066666667 0.066666667 0 0 1.8804325e-05 0.02898 449654.14 0.31674711 0.31892827 0.33575323 0.32953932 50380 211206 2273 1523126 17740 226280 827 78163 -0.23914391 1.5208495 -0.10920837 30.051731 -0.39850397 -3.7829264 -0.074684953 1.1409905 0.33332429 1.2287579 0.073510503 -66.707543 -0.20001046 -27.651209 0.2086087 1.5499562 -0.32694243 -2.3590929 -0.10602486 305.87016 -0.26381906 55.950652 0.07750135 -0.31279413 0.0032765772 0.61005259 0.76423627 23.456662 0.21945247 3.2964738 4.4059188e-07 0.00085180568 0.30532029 0.0036962491 50380 22746.059 4522.8723 -3 211206 222597.47 266113.6 10209 10686 1523126 375042.43 28095.751 -79 17740 6597.1392 1113.34 3 8 1303042 580764.2 709.8427 42 1287444 573743.54 -48.87448 37 14
500000 1 1 0.066666667 0.066666667 0 0 1.8804325e-05 0.02898 449612.95 0.31680261 0.31897032 0.33575619 0.32934415 50380 211240 2429 1522596 18236 226172 826 78079 -0.23446113 1.53403 -0.10264599 32.92924 -0.37737693 -3.1331674 -0.075734411 1.184171 0.33818168 1.0644248 0.11615268 -66.488051 -0.18874205 -27.536593 0.20736198 1.4631674 -0.32982737 -2.4028503 -0.19477713 304.66496 -0.30006766 56.18146 0.078388296 -0.15277497 0.0032441042 0.61090955 0.79472752 23.4463 0.22602945 3.3066101 4.3279023e-07 0.00090213489 0.30520542 0.0038351797 50380 22746.059 4522.8723 -3 211240 222536.37 266101.36 10234 10691 1522596 374911.92 28107.344 -79 18236 6731.126 1128.6466 3 8 1303187 580868.92 774.26945 42 1287620 573886.75 33.983119 37 14
500000 1 1 0.066666667 0.066666667 0 0 1.8804325e-05 0.02898 449612.95 0.31680261 0.31897032 0.33575619 0.32934415 50380 211240 2429 1522596 18236 226172 826 78079 -0.23446113 1.53403 -0.10264599 32.92924 -0.37737693 -3.1331674 -0.075734411 1.184171 0.33818168 1.0644248 0.11615268 -66.488051 -0.18874205 -27.536593 0.20736198 1.4631674 -0.32982737 -2.4028503 -0.19477713 304.66496 -0.30006766 56.18146 0.078388296 -0.15277497 0.0032441042 0.61090955 0.79472752 23.4463 0.22602945 3.3066101 4.3279023e-07 0.00090213489 0.30520542 0.0038351797 50380 22746.059 4522.8723 -3 211240 222536.37 266101.36 10234 10691 1522596 374911.92 28107.344 -79 18236 6731.126 1128.6466 3 8 1303187 580868.92 774.26945 42 1287620 573886.75 33.983119 37 14
600000 1 1 0.066666667 0.066666667 0 0 2.1680019e-05 0.02898 446413.53 0.31800998 0.31990451 0.33573809 0.32953338 50471 225863 2624 1508216 17902 230295 958 85467 -0.19421111 1.9328089 -0.01522411 44.429472 -0.41323266 -1.6522953 -0.11387671 2.1687013 0.39949855 0.56322578 0.38413055 -66.715139 -0.34186188 -28.509232 0.2609723 1.2979888 -0.45926449 -2.4784069 -0.10741302 329.76251 -0.36127766 63.133267 -0.0040668841 -0.33403958 0.0032014922 0.66460411 0.7650333 23.121059 0.21809282 3.4389057 1.9929568e-06 0.0011469649 0.30698354 0.003829832 50471 22874.446 4644.5868 -3 225863 238571.21 281752.92 10764 11268 1508216 369372.57 27859.992 -78 17902 6528.6129 1145.5172 4 8 1301691 577294.22 997.81913 33 1284567 570084.43 261.39353 29 14
