0.19038454 -0.0074129125 0.69943113 -0.0068948253 0.60950595 -2.4699501e-06 0.0002330474 2.7025611e-05 0.32274211 0.33572331 426302.95 1.4450487
0.19894011 -0.0025774327 0.60273549 -0.0053684823 0.52923921 -8.7428536e-07 0.0002044526 2.7513263e-05 0.32343457 0.33570791 422025.66 1.6662277
0.20035651 -0.0020599929 0.59939088 -0.0046906714 0.52652338 -6.9876573e-07 0.00020331808 2.7513263e-05 0.32337667 0.33573086 421012.99 1.674114
0.19982391 -0.0018724708 0.60031255 -0.0045166199 0.52701608 -6.3515677e-07 0.00020363072 2.7513263e-05 0.32325296 0.33574823 421035.17 1.6710111
0.19957647 -0.0023304673 0.59967364 -0.0051131328 0.52681233 -7.9051277e-07 0.000203414 2.7513263e-05 0.32327887 0.33574392 420917.22 1.6740796
0.19947383 -0.0047444847 0.60590195 -0.0066442703 0.53237149 -1.6093664e-06 0.00020552669 2.7513263e-05 0.32330859 0.33573735 420912.25 1.6634577
0.19940892 -0.0038411201 0.60533033 -0.0061363315 0.53196378 -1.302938e-06 0.00020533279 2.7513263e-05 0.3233377 0.33573075 420890.77 1.6625402
0.20802829 -0.0032253804 0.58784473 -0.0050214813 0.51089216 -1.2587413e-06 0.00022941309 3.1654232e-05 0.3238585 0.33573314 416455.54 1.7105147
0.20928935 -0.0064071028 0.58834959 -0.0077276137 0.51177228 -2.5004447e-06 0.00022961011 3.1654232e-05 0.32389505 0.33573878 415670.36 1.7183829
0.20892762 -0.0015650639 0.58623258 -0.0045253409 0.50897023 -6.1078399e-07 0.00022878393 3.1654232e-05 0.3238698 0.33574082 415958.18 1.7103738
0.20871069 -0.0042642705 0.58826156 -0.0060470022 0.51095428 -1.66418e-06 0.00022957576 3.1654232e-05 0.32388485 0.33573698 415970.1 1.7123367
0.20855424 -0.0039081844 0.59294206 -0.0063639611 0.51487504 -1.5252134e-06 0.00023140238 3.1654232e-05 0.32391183 0.33572728 416201.91 1.6976952
0.20859529 -0.0013715083 0.58632014 -0.0044129254 0.50928087 -5.352467e-07 0.0002288181 3.1654232e-05 0.32392225 0.33572996 416132.9 1.7095518
0.21712145 -0.0025201186 0.57215539 -0.0056989105 0.49511001 -1.0113155e-06 0.00022960411 3.2549318e-05 0.32424374 0.33576039 411186.63 1.7555093
0.21823605 -0.00046084499 0.56980927 -0.0046046217 0.49241459 -1.8493561e-07 0.00022866262 3.2549318e-05 0.32419918 0.3357858 409748.4 1.7563937
0.21775337 -0.002720841 0.56988325 -0.0057925285 0.4924843 -1.0918647e-06 0.00022869231 3.2549318e-05 0.32419662 0.33578369 409761.77 1.7631634
0.21744213 -0.0044266907 0.57467483 -0.006925148 0.49691544 -1.7764167e-06 0.00023061516 3.2549318e-05 0.32424881 0.33576713 410144.51 1.7536225
0.21744768 -0.0027480494 0.56969003 -0.0052974424 0.49206456 -1.1027833e-06 0.00022861477 3.2549318e-05 0.32424799 0.33577193 409868.89 1.7638489
0.21742826 -0.0028986349 0.56955712 -0.0057463642 0.49202001 -1.1632128e-06 0.00022856144 3.2549318e-05 0.32425588 0.33577078 409907.27 1.7647314
0.22585844 -0.002034619 0.56235526 -0.0050364483 0.4834468 -8.4283994e-07 0.00023295539 3.3599919e-05 0.32472694 0.33576253 405512.43 1.7846924
0.22696083 -0.0027712275 0.56072399 -0.0061366011 0.48255643 -1.1479796e-06 0.00023227964 3.3599919e-05 0.32475593 0.33577385 404876.59 1.7922664
0.22650534 -0.0022824033 0.56179868 -0.0060080009 0.48325773 -9.4548443e-07 0.00023272483 3.3599919e-05 0.32468643 0.33578721 404868.57 1.7872581
0.22634833 -0.0022748244 0.56218917 -0.0055137224 0.48351047 -9.4234487e-07 0.00023288659 3.3599919e-05 0.32470339 0.33578168 404857.95 1.7859874
0.22629673 -0.0023659478 0.56254678 -0.0052943774 0.48374209 -9.8009273e-07 0.00023303473 3.3599919e-05 0.32471997 0.33577778 404875.48 1.7851378
0.22623959 -0.0024849015 0.56233926 -0.0058025377 0.48383801 -1.0293692e-06 0.00023294876 3.3599919e-05 0.32472102 0.33577931 404928.05 1.7861788
0.23460708 -0.0012980949 0.55525048 -0.0054181058 0.47595101 -5.4427049e-07 0.00023280766 3.4008271e-05 0.32515886 0.33577031 400245.71 1.8052093
0.23583596 -0.0013834228 0.55339646 -0.0051269879 0.47438768 -5.8004711e-07 0.0002320303 3.4008271e-05 0.32519475 0.33577447 399293.2 1.8115514
0.2354415 -0.0014089853 0.5536465 -0.004911567 0.47464396 -5.9076505e-07 0.00023213514 3.4008271e-05 0.32516442 0.33577639 399484.6 1.810815
0.23520404 0.00024313854 0.55197864 -0.0041272779 0.47353193 1.0194411e-07 0.00023143584 3.4008271e-05 0.32518545 0.33577068 399746.23 1.8108666
0.23513358 -0.0014325553 0.55345781 -0.0053470919 0.47470867 -6.0064756e-07 0.00023205603 3.4008271e-05 0.32517144 0.33577477 399681.53 1.8115113
0.23510695 -0.0015177942 0.55370392 -0.0053155661 0.4748061 -6.363869e-07 0.00023215922 3.4008271e-05 0.32517242 0.33577347 399634.78 1.8109836
0.24344005 -0.0014470715 0.53385766 -0.004942581 0.45889798 -6.1515975e-07 0.00022694645 3.4480546e-05 0.32548511 0.33578599 394235.22 1.8782496
0.24451913 -0.00081103702 0.53178631 -0.0050549044 0.45767975 -3.4477724e-07 0.00022606591 3.4480546e-05 0.32544921 0.33580872 393097.67 1.8833269
0.24409416 -0.0012029966 0.53284848 -0.0056352981 0.45838506 -5.1140187e-07 0.00022651744 3.4480546e-05 0.32540785 0.33581456 393219.04 1.8809527
0.24390719 -0.0012023763 0.53265409 -0.0055754055 0.45840809 -5.1113819e-07 0.0002264348 3.4480546e-05 0.32540578 0.3358137 393307.75 1.8816385
0.24384117 -0.0010412338 0.53247235 -0.0055506851 0.45833225 -4.4263544e-07 0.00022635754 3.4480546e-05 0.32541075 0.33581225 393348.92 1.8817114
0.24378957 -0.0010028274 0.53246027 -0.0055858883 0.4583485 -4.263086e-07 0.00022635241 3.4480546e-05 0.32541295 0.33581162 393359.47 1.8816182
0.25203112 -0.0011202252 0.5177582 -0.0053756382 0.44604982 -4.9478925e-07 0.00022868722 3.5825407e-05 0.32569942 0.33583539 387627.32 1.9355914
0.25308691 -0.0012842216 0.51539272 -0.0056681003 0.44557459 -5.6722436e-07 0.00022764242 3.5825407e-05 0.32568464 0.33585517 386522.58 1.9451147
0.2526991 -0.0015973449 0.50517464 -0.0058294806 0.43800493 -7.0552695e-07 0.00022312922 3.5825407e-05 0.32565212 0.33585941 386653.53 1.9857925
